work_id,mp_id,constituency_id,state,district,constituency,block,village_or_urban_area,sector,sub_sector,work_type,work_description,recommended_amount,technical_estimate_amount,administrative_approval_amount,sanctioned_amount,released_amount,actual_expenditure,work_start_date,sanction_date,expected_completion_date,actual_completion_date,physical_progress_percent,financial_progress_percent,number_of_payments,first_payment_date,last_payment_date,implementing_agency_id,contractor_id,latitude,longitude,number_of_progress_updates,inspection_count
MPL-WORK-20242959,MP-268,CON-0556,Karnataka,Karnataka_Dist_5,Karnataka_Const_2,Block-8,Village-54,Education,Library Setup,Procurement,"Library Setup at Village-54, Block-8, Karnataka_Dist_5",22562833,23912192.35,23540212.84,23540212.84,4288905.09,3762909.64,2023-03-20,2022-12-27,2023-12-04,,23.32,15.99,1,2023-04-04,2023-05-14,AGENCY-165,CONT-0728,21.108898,73.269048,4,0
MPL-WORK-20242960,MP-756,CON-6290,West Bengal,West Bengal_Dist_2,West Bengal_Const_5,Block-11,Village-77,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-77, Block-11, West Bengal_Dist_2",4828461,4760962.22,4743704.73,4743704.73,5034348.39,4331314.09,2025-01-04,2024-12-02,2025-12-25,,66.23,91.31,5,2025-02-03,2025-08-17,AGENCY-176,CONT-0754,24.019651,84.460784,8,2
MPL-WORK-20242961,MP-413,CON-7364,West Bengal,West Bengal_Dist_5,West Bengal_Const_3,Block-12,Village-8,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-8, Block-12, West Bengal_Dist_5",24891215,25073907.1,24909694.35,24909694.35,20837363.09,19840607.95,2022-08-03,2022-06-03,2023-11-29,,88.45,79.65,5,2022-08-27,2023-01-07,AGENCY-071,CONT-0736,27.826055,73.379157,10,2
MPL-WORK-20242962,MP-629,CON-7364,West Bengal,West Bengal_Dist_3,West Bengal_Const_3,Block-15,Village-8,Water & Sanitation,Drinking Water RO,Procurement,"Drinking Water RO at Village-8, Block-15, West Bengal_Dist_3",15467800,15813628.18,15727402.35,15727402.35,15788075.55,15157314.82,2024-05-13,2024-03-22,2025-01-21,2025-01-20,100.0,96.38,7,2024-06-01,2025-01-26,AGENCY-253,CONT-0906,25.052721,70.837681,11,3
MPL-WORK-20242963,MP-277,CON-2338,Bihar,Bihar_Dist_2,Bihar_Const_5,Block-3,Village-59,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-59, Block-3, Bihar_Dist_2",24465888,26841014.3,26385756.19,26385756.19,26469513.57,26330956.97,2022-05-21,2022-05-02,2023-05-22,2023-05-12,100.0,99.79,5,2022-05-31,2023-06-20,AGENCY-202,CONT-0014,21.182327,71.702587,13,1
MPL-WORK-20242964,MP-592,CON-6273,Bihar,Bihar_Dist_1,Bihar_Const_9,Block-10,Village-3,Health,Ambulance Purchase,Procurement,"Ambulance Purchase at Village-3, Block-10, Bihar_Dist_1",1660596,1737730.69,1722959.3,1722959.3,1622994.83,1409486.75,2024-10-30,2024-09-30,2025-12-25,,89.46,81.81,9,2024-11-25,2025-03-15,AGENCY-094,CONT-0354,26.085979,87.496998,8,3
MPL-WORK-20242965,MP-517,CON-9547,West Bengal,West Bengal_Dist_4,West Bengal_Const_9,Block-18,Village-52,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-52, Block-18, West Bengal_Dist_4",13447666,14057260.61,13871164.65,13871164.65,13591529.13,13374852.03,2024-03-18,2024-03-03,2025-04-14,2025-07-12,100.0,96.42,3,2024-04-03,2025-08-03,AGENCY-117,CONT-0396,27.894175,83.621469,13,3
MPL-WORK-20242966,MP-719,CON-4407,Bihar,Bihar_Dist_5,Bihar_Const_2,Block-17,Village-61,Education,Construction of School Building,Construction,"Construction of School Building at Village-61, Block-17, Bihar_Dist_5",23825762,23355270.97,23218720.03,23218720.03,13117657.6,12534941.77,2022-09-24,2022-08-29,2023-06-03,,44.55,53.99,8,2022-10-17,2022-11-10,AGENCY-224,CONT-0739,24.226952,75.760398,7,1
MPL-WORK-20242967,MP-920,CON-8847,Andhra Pradesh,Andhra Pradesh_Dist_5,Andhra Pradesh_Const_1,Block-9,Village-75,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-75, Block-9, Andhra Pradesh_Dist_5",24443060,23548823.8,23190437.55,23190437.55,9521742.63,8808880.9,2025-01-13,2024-11-17,2025-07-12,,35.8,37.98,3,2025-02-01,2025-05-14,AGENCY-205,CONT-0450,10.942349,77.716712,5,0
MPL-WORK-20242968,MP-711,CON-2702,West Bengal,West Bengal_Dist_1,West Bengal_Const_6,Block-16,Village-57,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-57, Block-16, West Bengal_Dist_1",22263417,21440094.18,21423909.48,21423909.48,2237379.84,822199.32,2024-01-26,2023-12-06,2024-10-11,,8.79,3.84,9,2024-02-08,2024-03-30,AGENCY-178,CONT-0501,15.054254,84.701772,2,0
MPL-WORK-20242969,MP-553,CON-8223,Tamil Nadu,Tamil Nadu_Dist_3,Tamil Nadu_Const_5,Block-10,Village-10,Health,Hospital Ward,Procurement,"Hospital Ward at Village-10, Block-10, Tamil Nadu_Dist_3",18816469,20243212.03,19966281.05,19966281.05,13834495.5,13445572.71,2023-06-25,2023-04-13,2024-04-05,,70.31,67.34,4,2023-07-12,2023-12-25,AGENCY-031,CONT-0869,16.900003,71.801871,10,5
MPL-WORK-20242970,MP-715,CON-3642,Rajasthan,Rajasthan_Dist_5,Rajasthan_Const_1,Block-10,Village-98,Health,Hospital Ward,Procurement,"Hospital Ward at Village-98, Block-10, Rajasthan_Dist_5",23773187,22892779.44,22459161.86,22459161.86,6482512.47,14982.33,2024-01-09,2023-12-22,2025-02-28,,3.24,0.07,7,2024-01-12,2024-04-25,AGENCY-003,CONT-0688,14.73121,77.721884,3,0
MPL-WORK-20242971,MP-982,CON-2896,Karnataka,Karnataka_Dist_5,Karnataka_Const_1,Block-16,Village-31,Health,Hospital Ward,Procurement,"Hospital Ward at Village-31, Block-16, Karnataka_Dist_5",5406904,5785350.57,5676225.65,5676225.65,1021879.19,911916.13,2025-01-13,2024-12-12,2025-09-09,,23.73,16.07,7,2025-01-30,2025-05-10,AGENCY-012,CONT-0588,27.432709,87.317192,4,3
MPL-WORK-20242972,MP-737,CON-9547,West Bengal,West Bengal_Dist_5,West Bengal_Const_9,Block-8,Village-86,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-86, Block-8, West Bengal_Dist_5",13616782,14165482.92,14060320.53,14060320.53,2607798.91,49126.99,2023-05-12,2023-03-29,2024-07-31,,9.52,0.35,3,2023-06-10,2023-12-12,AGENCY-076,CONT-0700,25.252595,79.948239,1,1
MPL-WORK-20242973,MP-345,CON-4059,Madhya Pradesh,Madhya Pradesh_Dist_2,Madhya Pradesh_Const_8,Block-11,Village-42,Water & Sanitation,Drinking Water RO,Procurement,"Drinking Water RO at Village-42, Block-11, Madhya Pradesh_Dist_2",16105658,16972132.61,16745791.21,16745791.21,15108506.22,12697567.94,2025-03-13,2025-01-01,2025-11-25,,72.81,75.83,1,2025-03-26,2025-08-06,AGENCY-206,CONT-0369,25.578636,84.89421,10,4
MPL-WORK-20242974,MP-515,CON-3735,Gujarat,Gujarat_Dist_4,Gujarat_Const_9,Block-17,Village-61,Education,Construction of School Building,Construction,"Construction of School Building at Village-61, Block-17, Gujarat_Dist_4",833395,855777.87,843012.59,843012.59,909073.94,843012.59,2024-07-01,2024-05-20,2025-03-04,,62.21,100.0,10,2024-07-11,2024-11-05,AGENCY-261,CONT-0577,19.735045,76.767047,9,3
MPL-WORK-20242975,MP-613,CON-3633,Andhra Pradesh,Andhra Pradesh_Dist_2,Andhra Pradesh_Const_7,Block-15,Village-82,Education,Library Setup,Procurement,"Library Setup at Village-82, Block-15, Andhra Pradesh_Dist_2",2701703,2796513.06,2788071.11,2788071.11,400188.48,5730.23,2022-07-30,2022-06-07,2023-02-23,,13.77,0.21,5,2022-08-05,2023-03-18,AGENCY-286,CONT-0554,10.043973,76.363748,2,0
MPL-WORK-20242976,MP-461,CON-9994,Uttar Pradesh,Uttar Pradesh_Dist_1,Uttar Pradesh_Const_6,Block-18,Village-27,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-27, Block-18, Uttar Pradesh_Dist_1",6883162,6851314.4,6788532.45,6788532.45,5227227.78,4954346.67,2022-07-20,2022-05-10,2023-10-09,,75.03,72.98,5,2022-07-26,2023-02-20,AGENCY-232,CONT-0400,10.507432,83.933142,8,2
MPL-WORK-20242977,MP-897,CON-3732,Madhya Pradesh,Madhya Pradesh_Dist_4,Madhya Pradesh_Const_9,Block-4,Village-90,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-90, Block-4, Madhya Pradesh_Dist_4",12415231,13091059.49,13026765.26,13026765.26,4341989.55,3725860.08,2023-04-04,2023-01-25,2023-10-27,,30.46,28.6,5,2023-04-28,2023-09-25,AGENCY-095,CONT-0336,20.309151,80.470537,5,0
MPL-WORK-20242978,MP-170,CON-1330,Andhra Pradesh,Andhra Pradesh_Dist_2,Andhra Pradesh_Const_6,Block-18,Village-74,Electricity,Street Lights,Procurement,"Street Lights at Village-74, Block-18, Andhra Pradesh_Dist_2",24218018,25716952.37,25576923.55,25576923.55,24020385.05,20391674.01,2024-03-30,2024-01-12,2025-03-04,,70.06,79.73,4,2024-04-08,2024-08-25,AGENCY-094,CONT-0323,20.635979,81.345952,8,2
MPL-WORK-20242979,MP-670,CON-4788,Karnataka,Karnataka_Dist_5,Karnataka_Const_6,Block-5,Village-75,Health,Hospital Ward,Procurement,"Hospital Ward at Village-75, Block-5, Karnataka_Dist_5",24865430,26966230.67,26766674.67,26766674.67,14934815.86,13875231.56,2024-01-12,2023-12-11,2024-08-29,,27.21,51.84,1,2024-01-13,2024-08-07,AGENCY-235,CONT-0230,16.051362,70.584466,3,1
MPL-WORK-20242980,MP-850,CON-4450,Madhya Pradesh,Madhya Pradesh_Dist_4,Madhya Pradesh_Const_1,Block-10,Village-37,Education,Library Setup,Procurement,"Library Setup at Village-37, Block-10, Madhya Pradesh_Dist_4",17604742,17102785.72,16856241.63,16856241.63,18927774.09,16856241.63,2025-01-18,2024-10-29,2026-04-28,,75.66,100.0,6,2025-02-15,2025-08-19,AGENCY-167,CONT-0923,17.987441,80.692018,8,5
MPL-WORK-20242981,MP-600,CON-3198,Tamil Nadu,Tamil Nadu_Dist_2,Tamil Nadu_Const_7,Block-1,Village-70,Infrastructure,Community Hall,Construction,"Community Hall at Village-70, Block-1, Tamil Nadu_Dist_2",1991203,1932117.6,1919135.74,1919135.74,1728267.35,1539867.08,2023-08-13,2023-06-29,2024-07-20,,73.26,80.24,4,2023-09-07,2024-01-21,AGENCY-185,CONT-0970,20.715344,75.734407,7,4
MPL-WORK-20242982,MP-265,CON-2692,Uttar Pradesh,Uttar Pradesh_Dist_4,Uttar Pradesh_Const_1,Block-8,Village-56,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-56, Block-8, Uttar Pradesh_Dist_4",19197548,20603199.51,20398653.3,20398653.3,12596905.62,12477080.69,2024-01-15,2023-12-08,2025-03-11,,53.2,61.17,8,2024-01-21,2024-06-04,AGENCY-145,CONT-0735,19.761774,86.174055,5,5
MPL-WORK-20242983,MP-408,CON-1145,Tamil Nadu,Tamil Nadu_Dist_5,Tamil Nadu_Const_8,Block-18,Village-75,Education,Library Setup,Procurement,"Library Setup at Village-75, Block-18, Tamil Nadu_Dist_5",5537828,5738117.06,5685634.33,5685634.33,2134566.26,1789877.67,2024-01-27,2023-12-02,2025-04-15,,40.26,31.48,8,2024-02-12,2024-03-10,AGENCY-166,CONT-0888,18.343214,87.572193,5,0
MPL-WORK-20242984,MP-283,CON-2728,Bihar,Bihar_Dist_1,Bihar_Const_4,Block-15,Village-98,Health,Hospital Ward,Procurement,"Hospital Ward at Village-98, Block-15, Bihar_Dist_1",12115585,12057700.07,12023311.36,12023311.36,9506917.86,8227121.5,2022-01-28,2022-01-01,2023-02-25,,64.81,68.43,5,2022-02-22,2022-10-02,AGENCY-236,CONT-0557,23.21688,81.957553,9,1
MPL-WORK-20242985,MP-739,CON-6814,West Bengal,West Bengal_Dist_2,West Bengal_Const_8,Block-3,Village-80,Electricity,Solar Panels,Procurement,"Solar Panels at Village-80, Block-3, West Bengal_Dist_2",12347225,12666591.2,12494206.3,12494206.3,12478959.33,11951096.01,2022-07-13,2022-05-23,2023-08-02,2023-08-13,100.0,95.65,5,2022-07-30,2023-08-19,AGENCY-289,CONT-0828,23.788968,73.701062,11,1
MPL-WORK-20242986,MP-909,CON-4788,Karnataka,Karnataka_Dist_1,Karnataka_Const_6,Block-6,Village-88,Infrastructure,Village Road,Construction,"Village Road at Village-88, Block-6, Karnataka_Dist_1",3170622,3297293.23,3236559.1,3236559.1,609955.47,412827.78,2023-10-22,2023-10-05,2024-09-19,,9.03,12.76,8,2023-11-11,2024-05-31,AGENCY-017,CONT-0012,25.498809,77.206952,1,2
MPL-WORK-20242987,MP-933,CON-0063,Uttar Pradesh,Uttar Pradesh_Dist_1,Uttar Pradesh_Const_8,Block-16,Village-43,Electricity,Street Lights,Procurement,"Street Lights at Village-43, Block-16, Uttar Pradesh_Dist_1",16098193,16949003.48,16882262.8,16882262.8,17646636.41,16863644.02,2023-05-10,2023-02-12,2024-02-27,2024-03-20,100.0,99.89,1,2023-06-01,2024-04-08,AGENCY-144,CONT-0497,10.322676,87.506442,10,4
MPL-WORK-20242988,MP-543,CON-0063,Uttar Pradesh,Uttar Pradesh_Dist_3,Uttar Pradesh_Const_8,Block-20,Village-49,Infrastructure,Village Road,Construction,"Village Road at Village-49, Block-20, Uttar Pradesh_Dist_3",16356976,16043797.38,15994553.96,15994553.96,15142194.57,12951023.7,2024-12-02,2024-10-28,2025-08-10,,87.78,80.97,2,2024-12-18,2025-06-25,AGENCY-275,CONT-0460,24.230942,71.978717,9,3
MPL-WORK-20242989,MP-800,CON-4927,Tamil Nadu,Tamil Nadu_Dist_3,Tamil Nadu_Const_6,Block-3,Village-51,Electricity,Solar Panels,Procurement,"Solar Panels at Village-51, Block-3, Tamil Nadu_Dist_3",3263929,3206075.34,3142885.17,3142885.17,609237.02,556389.98,2023-12-06,2023-10-24,2024-08-04,,22.07,17.7,6,2023-12-28,2024-01-03,AGENCY-072,CONT-0999,27.411061,78.197704,4,1
MPL-WORK-20242990,MP-676,CON-7837,West Bengal,West Bengal_Dist_5,West Bengal_Const_2,Block-19,Village-13,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-13, Block-19, West Bengal_Dist_5",9808309,9781358.09,9640710.32,9640710.32,9382047.94,9356418.14,2023-11-10,2023-10-10,2025-01-16,2025-03-05,100.0,97.05,6,2023-11-26,2025-04-14,AGENCY-203,CONT-0061,18.08593,76.36847,11,2
MPL-WORK-20242991,MP-751,CON-7364,West Bengal,West Bengal_Dist_1,West Bengal_Const_3,Block-2,Village-54,Electricity,Street Lights,Procurement,"Street Lights at Village-54, Block-2, West Bengal_Dist_1",5281238,5027749.67,4948780.0,4948780.0,1860566.99,1771878.85,2024-11-05,2024-08-17,2025-10-13,,43.58,35.8,8,2024-12-04,2025-01-05,AGENCY-077,CONT-0861,25.243457,74.021694,7,3
MPL-WORK-20242992,MP-187,CON-0760,Uttar Pradesh,Uttar Pradesh_Dist_2,Uttar Pradesh_Const_9,Block-5,Village-15,Education,Smart Classrooms,Procurement,"Smart Classrooms at Village-15, Block-5, Uttar Pradesh_Dist_2",14353577,14008644.62,13942623.03,13942623.03,13969064.14,13713942.26,2023-11-08,2023-10-16,2024-09-07,2024-08-14,100.0,98.36,10,2023-12-02,2024-09-23,AGENCY-201,CONT-0841,13.104956,75.348569,13,3
MPL-WORK-20242993,MP-758,CON-1184,Andhra Pradesh,Andhra Pradesh_Dist_4,Andhra Pradesh_Const_8,Block-1,Village-61,Education,Construction of School Building,Construction,"Construction of School Building at Village-61, Block-1, Andhra Pradesh_Dist_4",10284846,10291689.24,10121785.54,10121785.54,9603095.79,9317580.07,2022-10-19,2022-08-14,2024-02-02,,45.15,92.05,2,2022-11-06,2023-05-26,AGENCY-183,CONT-0777,18.729761,84.716714,6,0
MPL-WORK-20242994,MP-778,CON-4087,Andhra Pradesh,Andhra Pradesh_Dist_1,Andhra Pradesh_Const_5,Block-11,Village-34,Electricity,Street Lights,Procurement,"Street Lights at Village-34, Block-11, Andhra Pradesh_Dist_1",15088454,15063229.41,14978525.38,14978525.38,3322022.41,3113077.84,2023-09-30,2023-09-08,2025-02-05,,7.89,20.78,9,2023-10-16,2024-02-14,AGENCY-219,CONT-0413,11.328502,85.71241,0,3
MPL-WORK-20242995,MP-993,CON-0063,Uttar Pradesh,Uttar Pradesh_Dist_1,Uttar Pradesh_Const_8,Block-9,Village-79,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-79, Block-9, Uttar Pradesh_Dist_1",925582,881162.75,865149.77,865149.77,829843.49,828505.85,2023-02-22,2023-01-24,2024-02-28,2024-03-16,100.0,95.76,7,2023-03-22,2024-04-14,AGENCY-237,CONT-0881,24.397185,73.341247,13,2
MPL-WORK-20242996,MP-476,CON-4087,Andhra Pradesh,Andhra Pradesh_Dist_2,Andhra Pradesh_Const_5,Block-9,Village-39,Infrastructure,Village Road,Construction,"Village Road at Village-39, Block-9, Andhra Pradesh_Dist_2",15619224,15856160.44,15641519.11,15641519.11,3370480.55,3501736.0,2023-12-12,2023-10-11,2025-04-24,,7.92,22.39,4,2023-12-31,2024-04-25,AGENCY-300,CONT-0478,18.840288,76.52642,0,2
MPL-WORK-20242997,MP-236,CON-4450,Madhya Pradesh,Madhya Pradesh_Dist_5,Madhya Pradesh_Const_1,Block-16,Village-96,Infrastructure,Village Road,Construction,"Village Road at Village-96, Block-16, Madhya Pradesh_Dist_5",5823979,5632518.48,5520009.88,5520009.88,6025197.76,5195846.21,2022-02-10,2022-01-25,2022-10-02,,89.26,94.13,5,2022-02-20,2022-05-12,AGENCY-124,CONT-0182,14.396552,83.71066,8,3
MPL-WORK-20242998,MP-236,CON-8619,Uttar Pradesh,Uttar Pradesh_Dist_3,Uttar Pradesh_Const_2,Block-16,Village-76,Health,Hospital Ward,Procurement,"Hospital Ward at Village-76, Block-16, Uttar Pradesh_Dist_3",19715657,19699968.32,19507317.16,19507317.16,5139169.08,4844802.41,2024-06-17,2024-06-01,2025-10-20,,21.04,24.84,1,2024-06-24,2025-01-30,AGENCY-170,CONT-0113,21.684728,80.752496,3,1
MPL-WORK-20242999,MP-338,CON-5664,Maharashtra,Maharashtra_Dist_2,Maharashtra_Const_4,Block-13,Village-95,Education,Library Setup,Procurement,"Library Setup at Village-95, Block-13, Maharashtra_Dist_2",23908898,24410695.12,24279465.41,24279465.41,24131276.64,23890601.7,2022-07-26,2022-05-26,2023-08-21,2023-09-22,100.0,98.4,7,2022-08-16,2023-10-03,AGENCY-122,CONT-0515,25.251077,76.460113,11,4
MPL-WORK-20243000,MP-339,CON-3043,Uttar Pradesh,Uttar Pradesh_Dist_1,Uttar Pradesh_Const_7,Block-3,Village-65,Education,Construction of School Building,Construction,"Construction of School Building at Village-65, Block-3, Uttar Pradesh_Dist_1",1654638,1814586.79,1802662.36,1802662.36,279233.96,343211.67,2024-05-06,2024-03-25,2025-03-26,,12.17,19.04,1,2024-05-29,2024-08-22,AGENCY-151,CONT-0775,18.875404,76.704691,3,3
MPL-WORK-20243001,MP-736,CON-2815,Rajasthan,Rajasthan_Dist_2,Rajasthan_Const_3,Block-6,Village-78,Electricity,Street Lights,Procurement,"Street Lights at Village-78, Block-6, Rajasthan_Dist_2",24060653,25778445.55,25723108.11,25723108.11,15032470.97,14830422.02,2022-09-05,2022-06-23,2023-10-30,,55.48,57.65,1,2022-09-07,2023-01-16,AGENCY-270,CONT-0192,25.071586,78.33496,5,4
MPL-WORK-20243002,MP-704,CON-4059,Madhya Pradesh,Madhya Pradesh_Dist_4,Madhya Pradesh_Const_8,Block-17,Village-43,Electricity,Solar Panels,Procurement,"Solar Panels at Village-43, Block-17, Madhya Pradesh_Dist_4",13812727,14027203.56,13790025.88,13790025.88,2159139.67,2538014.97,2023-08-06,2023-06-13,2024-03-28,,7.34,18.4,6,2023-09-01,2023-11-16,AGENCY-185,CONT-0461,15.147401,87.055151,3,2
MPL-WORK-20243003,MP-992,CON-0030,Andhra Pradesh,Andhra Pradesh_Dist_5,Andhra Pradesh_Const_3,Block-10,Village-69,Education,Construction of School Building,Construction,"Construction of School Building at Village-69, Block-10, Andhra Pradesh_Dist_5",5380744,5858559.6,5833770.22,5833770.22,5693619.28,5689600.12,2022-08-21,2022-07-14,2023-12-29,2024-02-24,100.0,97.53,6,2022-09-01,2024-03-27,AGENCY-140,CONT-0684,14.944157,78.053911,11,3
MPL-WORK-20243004,MP-270,CON-2896,Karnataka,Karnataka_Dist_3,Karnataka_Const_1,Block-15,Village-14,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-14, Block-15, Karnataka_Dist_3",19657786,18922001.89,18584289.33,18584289.33,8499982.78,8002110.74,2023-08-21,2023-06-22,2024-09-25,,50.2,43.06,5,2023-08-31,2023-10-31,AGENCY-109,CONT-0069,21.404617,80.349776,6,5
MPL-WORK-20243005,MP-933,CON-9776,Bihar,Bihar_Dist_4,Bihar_Const_6,Block-4,Village-20,Electricity,Solar Panels,Procurement,"Solar Panels at Village-20, Block-4, Bihar_Dist_4",15629354,15282784.32,15155096.36,15155096.36,1614144.15,739124.86,2022-05-08,2022-03-10,2023-01-05,,11.56,4.88,2,2022-05-14,2022-12-06,AGENCY-043,CONT-0696,24.540314,85.096116,2,3
MPL-WORK-20243006,MP-837,CON-4788,Karnataka,Karnataka_Dist_1,Karnataka_Const_6,Block-18,Village-33,Health,Ambulance Purchase,Procurement,"Ambulance Purchase at Village-33, Block-18, Karnataka_Dist_1",23922587,23029254.15,22987771.12,22987771.12,3022236.41,5343200.42,2022-11-28,2022-09-03,2023-11-11,,10.39,23.24,9,2022-12-04,2022-11-24,AGENCY-112,CONT-0176,21.215911,76.311906,1,1
MPL-WORK-20243007,MP-398,CON-0063,Uttar Pradesh,Uttar Pradesh_Dist_5,Uttar Pradesh_Const_8,Block-4,Village-94,Electricity,Street Lights,Procurement,"Street Lights at Village-94, Block-4, Uttar Pradesh_Dist_5",9482877,10184644.24,10056204.89,10056204.89,11978620.56,10056204.89,2023-09-20,2023-07-01,2024-05-11,,86.45,100.0,9,2023-10-04,2023-10-17,AGENCY-060,CONT-0491,23.046485,85.740905,10,2
MPL-WORK-20243008,MP-706,CON-5596,Gujarat,Gujarat_Dist_4,Gujarat_Const_5,Block-6,Village-66,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-66, Block-6, Gujarat_Dist_4",13594024,14035718.63,13789884.14,13789884.14,9031608.94,7828895.03,2024-04-30,2024-03-27,2025-06-14,,48.2,56.77,5,2024-05-05,2024-11-10,AGENCY-026,CONT-0850,21.587691,74.040925,4,3
MPL-WORK-20243009,MP-224,CON-0760,Uttar Pradesh,Uttar Pradesh_Dist_2,Uttar Pradesh_Const_9,Block-3,Village-14,Education,Construction of School Building,Construction,"Construction of School Building at Village-14, Block-3, Uttar Pradesh_Dist_2",16938540,16176898.71,15859973.32,15859973.32,4127842.81,2609234.5,2023-07-01,2023-04-17,2024-05-29,,8.16,16.45,9,2023-07-02,2023-09-19,AGENCY-070,CONT-0121,23.059537,78.332879,0,1
MPL-WORK-20243010,MP-147,CON-3049,Gujarat,Gujarat_Dist_2,Gujarat_Const_8,Block-2,Village-81,Education,Library Setup,Procurement,"Library Setup at Village-81, Block-2, Gujarat_Dist_2",23280442,22910824.05,22509714.83,22509714.83,11787285.25,11666447.84,2024-09-27,2024-07-13,2025-05-22,,60.52,51.83,10,2024-10-09,2025-02-26,AGENCY-254,CONT-0445,18.822777,83.453415,8,1
MPL-WORK-20243011,MP-802,CON-2896,Karnataka,Karnataka_Dist_4,Karnataka_Const_1,Block-13,Village-35,Electricity,Solar Panels,Procurement,"Solar Panels at Village-35, Block-13, Karnataka_Dist_4",18935719,20771389.02,20696438.2,20696438.2,14958138.67,14561563.77,2023-12-22,2023-11-30,2024-11-05,,75.04,70.36,10,2024-01-14,2024-06-06,AGENCY-262,CONT-0414,15.245513,76.372659,10,5
MPL-WORK-20243012,MP-865,CON-0626,Tamil Nadu,Tamil Nadu_Dist_3,Tamil Nadu_Const_2,Block-6,Village-54,Infrastructure,Village Road,Construction,"Village Road at Village-54, Block-6, Tamil Nadu_Dist_3",17057913,18486755.04,18272896.58,18272896.58,2224118.0,1084572.46,2024-03-03,2024-01-26,2025-02-07,,14.11,5.94,5,2024-03-05,2024-09-19,AGENCY-239,CONT-0850,19.703385,73.83063,2,0
MPL-WORK-20243013,MP-180,CON-6273,Bihar,Bihar_Dist_4,Bihar_Const_9,Block-4,Village-71,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-71, Block-4, Bihar_Dist_4",12922351,12322530.81,12320602.28,12320602.28,5451249.08,5103313.4,2024-12-19,2024-10-03,2025-07-19,,40.88,41.42,1,2024-12-28,2025-03-06,AGENCY-193,CONT-0517,27.742324,83.481297,5,3
MPL-WORK-20243014,MP-815,CON-7364,West Bengal,West Bengal_Dist_3,West Bengal_Const_3,Block-10,Village-24,Health,Ambulance Purchase,Procurement,"Ambulance Purchase at Village-24, Block-10, West Bengal_Dist_3",21179086,20707250.37,20655390.39,20655390.39,2626202.04,84931.35,2022-07-29,2022-06-18,2023-08-14,,0.17,0.41,3,2022-08-13,2023-04-09,AGENCY-091,CONT-0336,19.61498,85.69406,0,1
